"ID","Age","Experience","Income","ZIP Code","Family","CCAvg","Education","Mortgage","Personal Loan","Securities Account","CD Account","Online","CreditCard"
905,28,2,51000,90503,4,1800,"Graduate",0,"0","1","0","0","0"
906,46,22,28000,94720,1,1000,"Undergrad",84000,"0","0","0","1","1"
907,29,3,154000,94720,2,2000,"Undergrad",130000,"0","0","0","0","0"
908,64,40,15000,91711,2,300,"Advanced/Professional",115000,"0","0","0","1","1"
909,66,36,55000,93023,4,1670,"Advanced/Professional",0,"0","0","0","0","1"
910,23,0,149000,91709,1,6330,"Undergrad",305000,"0","0","0","0","1"
911,60,36,79000,92120,1,1800,"Advanced/Professional",0,"0","0","0","0","1"
912,47,21,68000,94538,4,2600,"Advanced/Professional",0,"0","0","0","0","0"
913,35,10,78000,94105,1,2600,"Graduate",0,"0","0","0","1","0"
914,57,32,34000,92507,2,2000,"Graduate",0,"0","1","0","0","0"
915,65,41,195000,91711,3,400,"Undergrad",0,"1","1","1","0","1"
916,53,28,184000,94550,1,8100,"Undergrad",303000,"0","0","0","1","0"
917,44,20,85000,92192,2,3200,"Undergrad",0,"0","0","0","1","0"
918,45,20,2e+05,90405,2,8800,"Undergrad",0,"0","0","0","1","1"
919,41,16,64000,92325,3,500,"Advanced/Professional",0,"0","0","0","0","0"
920,51,27,88000,91116,1,2600,"Graduate",0,"0","1","0","0","1"
921,27,1,42000,94501,3,2400,"Graduate",0,"0","0","0","0","0"
922,31,5,91000,92096,3,1600,"Undergrad",126000,"0","0","0","1","1"
923,32,6,38000,92868,1,300,"Undergrad",0,"0","1","1","1","0"
924,55,30,28000,95123,1,1500,"Graduate",0,"0","0","0","0","0"
925,55,30,32000,91330,4,100,"Advanced/Professional",0,"0","1","0","0","0"
926,42,18,31000,94720,1,300,"Advanced/Professional",0,"0","0","0","0","1"
927,33,9,22000,93940,4,400,"Graduate",103000,"0","0","0","1","0"
928,65,40,95000,95014,3,3700,"Graduate",138000,"1","0","0","0","1"
929,35,10,74000,90638,4,1300,"Undergrad",0,"0","0","0","1","0"
930,55,30,22000,92121,1,1500,"Graduate",91000,"0","0","0","0","1"
931,28,4,43000,92103,3,100,"Graduate",0,"0","0","0","1","0"
932,27,3,43000,91302,1,1000,"Advanced/Professional",0,"0","0","0","1","0"
933,51,27,112000,94720,3,1800,"Graduate",0,"0","1","1","1","1"
934,50,23,9000,92064,2,1000,"Graduate",0,"0","0","0","1","0"
935,58,33,81000,91320,2,0,"Advanced/Professional",0,"0","0","0","1","0"
936,46,20,131000,95929,1,5700,"Undergrad",256000,"0","0","0","0","1"
937,62,32,19000,92109,1,1500,"Advanced/Professional",0,"0","1","0","0","0"
938,38,13,62000,92093,3,700,"Graduate",0,"0","1","0","1","0"
939,62,37,19000,95818,4,400,"Graduate",124000,"0","1","0","0","0"
940,56,32,8000,93943,2,300,"Undergrad",0,"0","0","0","1","1"
941,61,36,193000,94303,1,4700,"Advanced/Professional",203000,"1","0","0","1","0"
942,38,13,129000,92093,4,4400,"Undergrad",140000,"1","0","0","0","0"
943,55,29,30000,91320,4,700,"Graduate",0,"0","0","0","0","1"
944,30,4,80000,94701,4,1800,"Graduate",0,"0","0","0","0","0"
945,41,15,22000,90503,4,1500,"Advanced/Professional",0,"0","0","0","0","1"
946,57,32,33000,91745,1,1500,"Graduate",0,"0","0","0","1","0"
947,36,11,64000,91355,4,2100,"Advanced/Professional",0,"0","0","0","0","0"
948,55,29,60000,94305,3,2200,"Advanced/Professional",84000,"0","0","0","1","0"
949,30,4,81000,92037,1,2900,"Advanced/Professional",259000,"0","0","0","1","1"
950,40,16,45000,94720,3,600,"Graduate",204000,"0","0","0","1","0"
951,32,6,112000,95054,4,1800,"Graduate",0,"0","0","0","1","0"
952,59,34,83000,94105,2,3400,"Advanced/Professional",0,"1","0","0","1","0"
953,44,20,180000,93943,2,7600,"Undergrad",524000,"0","0","0","0","1"
954,51,26,28000,92130,4,200,"Graduate",0,"0","1","0","1","0"
955,37,12,169000,91107,2,5200,"Advanced/Professional",249000,"1","0","0","1","0"
956,59,35,14000,90840,4,700,"Undergrad",0,"0","0","0","1","0"
957,37,11,43000,90250,1,2000,"Undergrad",0,"0","0","0","1","0"
958,56,32,88000,94309,2,300,"Undergrad",0,"0","0","0","1","0"
959,55,29,78000,90747,4,2600,"Advanced/Professional",0,"0","0","0","0","1"
960,49,24,68000,94143,1,200,"Graduate",163000,"0","0","0","0","0"
961,46,22,144000,93611,2,3300,"Undergrad",0,"0","0","0","1","1"
962,35,9,30000,94114,4,1000,"Undergrad",163000,"0","0","0","1","0"
963,47,21,120000,95833,1,0,"Undergrad",135000,"0","0","0","0","0"
964,39,14,24000,94305,2,300,"Graduate",0,"0","0","0","0","0"
965,27,1,78000,92037,4,2300,"Advanced/Professional",157000,"0","1","0","1","0"
966,62,36,135000,94301,2,5200,"Graduate",0,"1","0","0","1","0"
967,57,32,44000,91605,2,1600,"Advanced/Professional",0,"0","0","0","0","0"
968,55,30,73000,92675,4,3800,"Graduate",0,"0","0","0","1","0"
969,55,31,90000,92868,1,2700,"Graduate",0,"0","0","0","1","1"
970,41,15,58000,94704,3,500,"Advanced/Professional",0,"0","0","0","1","0"
971,57,32,75000,94928,2,3700,"Undergrad",236000,"0","0","0","1","0"
972,43,19,174000,92028,3,1700,"Advanced/Professional",231000,"1","0","1","1","1"
973,40,16,50000,92093,2,1700,"Undergrad",174000,"0","0","0","0","0"
974,43,18,85000,92703,1,4000,"Advanced/Professional",287000,"0","0","0","1","0"
975,63,38,54000,90401,3,2200,"Undergrad",0,"0","0","0","1","0"
976,63,38,83000,92122,2,3400,"Undergrad",0,"1","0","0","0","0"
977,54,30,24000,94109,4,200,"Undergrad",0,"0","1","0","0","0"
978,54,30,45000,95134,4,1100,"Graduate",205000,"0","0","0","1","0"
979,52,26,68000,92068,1,800,"Advanced/Professional",0,"0","0","0","1","1"
980,50,26,48000,94720,4,100,"Advanced/Professional",0,"0","0","0","0","1"
981,38,13,114000,92697,1,1000,"Advanced/Professional",0,"0","0","0","1","1"
982,36,12,142000,90064,3,2300,"Graduate",0,"1","0","1","1","1"
983,58,33,52000,94402,3,500,"Graduate",0,"0","0","0","0","1"
984,46,22,142000,92220,2,3300,"Undergrad",0,"0","0","0","0","0"
985,50,25,15000,92173,1,400,"Advanced/Professional",0,"0","0","0","0","0"
986,46,22,118000,92120,1,4700,"Undergrad",159000,"0","0","0","0","1"
987,53,27,101000,90245,4,4900,"Undergrad",0,"0","0","0","1","0"
988,62,36,84000,94609,2,2800,"Undergrad",0,"0","0","0","1","0"
989,63,39,32000,94998,1,1900,"Graduate",1e+05,"0","0","0","0","0"
990,42,16,64000,94607,3,500,"Advanced/Professional",247000,"0","0","0","0","0"
991,34,10,81000,94002,4,3400,"Undergrad",0,"0","0","0","1","0"
992,40,14,28000,94025,4,1500,"Advanced/Professional",0,"0","0","0","0","1"
993,34,9,93000,94608,1,0,"Undergrad",0,"0","0","0","1","0"
994,41,15,185000,91775,1,3600,"Graduate",0,"1","0","0","0","0"
995,32,8,42000,90650,1,1800,"Graduate",0,"0","0","0","0","0"
996,28,3,45000,94305,2,1600,"Advanced/Professional",0,"0","0","0","1","1"
997,33,6,49000,92037,2,1670,"Graduate",214000,"0","0","0","0","0"
998,46,20,69000,92780,3,2100,"Undergrad",0,"0","0","0","0","0"
999,52,27,94000,93106,1,2800,"Graduate",333000,"0","0","0","1","0"
1000,60,35,18000,92120,1,1500,"Graduate",0,"0","0","0","1","1"
1001,59,35,8000,92691,4,700,"Undergrad",91000,"0","1","0","0","0"
1002,57,32,55000,90717,4,2100,"Undergrad",108000,"0","0","0","1","0"
1003,46,20,85000,95617,2,400,"Advanced/Professional",0,"0","0","0","0","0"
1004,25,1,62000,94720,4,0,"Undergrad",229000,"0","0","0","1","0"
1005,53,23,65000,95054,4,2000,"Advanced/Professional",0,"0","0","0","1","0"
1006,38,12,138000,95112,2,0,"Undergrad",0,"0","1","0","1","0"
1007,63,38,103000,91103,1,2500,"Undergrad",0,"0","0","0","1","0"
1008,44,19,99000,95064,3,3500,"Advanced/Professional",357000,"1","0","0","0","0"
1009,50,24,152000,92220,1,7300,"Undergrad",0,"0","0","0","1","0"
1010,28,3,25000,91330,2,900,"Advanced/Professional",140000,"0","0","0","1","0"
1011,27,3,98000,95616,2,2500,"Undergrad",361000,"0","1","1","1","1"
1012,52,27,39000,94304,2,700,"Graduate",166000,"0","0","0","1","0"
1013,50,25,40000,95820,1,1300,"Graduate",0,"0","0","0","1","1"
1014,39,13,58000,94551,3,2100,"Undergrad",169000,"0","0","0","1","0"
1015,50,26,192000,90245,2,1800,"Advanced/Professional",301000,"1","0","1","1","1"
1016,60,34,62000,94303,1,800,"Graduate",0,"0","0","0","0","0"
1017,30,5,69000,94720,1,800,"Graduate",0,"0","1","0","1","0"
1018,31,5,40000,94305,4,1300,"Advanced/Professional",170000,"0","0","0","0","0"
1019,39,15,61000,90018,2,600,"Advanced/Professional",127000,"0","0","0","0","0"
1020,29,3,30000,91745,4,300,"Graduate",157000,"0","0","0","0","0"
1021,54,29,29000,90071,1,1500,"Graduate",97000,"0","0","0","1","0"
1022,35,8,41000,92612,2,1000,"Graduate",0,"0","0","0","1","1"
1023,27,3,118000,95605,1,3300,"Graduate",0,"1","0","0","1","0"
1024,45,20,109000,94117,1,7000,"Undergrad",366000,"0","0","0","1","0"
1025,58,33,122000,93711,4,200,"Graduate",0,"1","0","1","1","0"
1026,62,37,50000,94545,3,1500,"Undergrad",169000,"0","0","0","1","0"
1027,28,4,43000,95616,3,100,"Graduate",0,"0","0","0","1","0"
1028,32,7,108000,94550,1,4600,"Undergrad",0,"0","1","0","0","0"
1029,29,4,110000,92096,4,2500,"Advanced/Professional",0,"1","0","0","0","0"
1030,41,17,20000,94720,1,1400,"Advanced/Professional",0,"0","0","0","1","0"
1031,61,35,112000,90024,4,1700,"Advanced/Professional",0,"0","0","0","0","1"
1032,56,32,25000,95403,1,100,"Graduate",136000,"0","0","0","1","0"
1033,37,12,42000,94720,3,700,"Graduate",0,"0","0","0","1","1"
1034,60,34,29000,95973,2,300,"Undergrad",0,"0","0","0","1","0"
1035,49,23,84000,90095,3,2100,"Undergrad",134000,"0","1","0","1","0"
1036,43,17,81000,94720,4,2600,"Advanced/Professional",0,"0","1","0","1","0"
1037,53,28,55000,94720,4,900,"Undergrad",119000,"0","0","0","1","1"
1038,35,11,40000,93106,1,2400,"Graduate",0,"0","1","0","1","0"
1039,56,30,145000,95831,4,5700,"Graduate",0,"1","0","1","1","1"
1040,41,16,175000,94304,2,1100,"Advanced/Professional",0,"1","0","0","1","0"
1041,36,6,78000,91107,4,1800,"Advanced/Professional",163000,"0","0","0","0","0"
1042,56,32,51000,92780,4,1500,"Undergrad",0,"0","0","0","0","0"
1043,64,34,50000,95616,4,1670,"Advanced/Professional",0,"0","0","0","1","0"
1044,51,27,21000,95630,3,400,"Undergrad",0,"0","0","0","1","0"
1045,49,24,79000,95827,1,200,"Graduate",83000,"0","0","0","1","1"
1046,43,18,84000,92096,1,4000,"Advanced/Professional",0,"0","0","0","0","0"
1047,51,26,34000,94105,4,400,"Graduate",0,"0","0","0","0","0"
1048,55,31,73000,94143,4,1600,"Graduate",0,"0","0","0","0","0"
1049,62,37,90000,95747,3,500,"Undergrad",0,"0","0","0","1","0"
1050,35,10,23000,94501,4,200,"Advanced/Professional",0,"0","0","0","1","0"
1051,53,27,145000,90095,2,6100,"Advanced/Professional",294000,"1","0","1","1","1"
1052,33,7,54000,92886,4,200,"Undergrad",141000,"0","1","0","0","0"
1053,43,17,49000,95812,3,2200,"Graduate",103000,"0","0","0","1","1"
1054,58,32,51000,95819,1,2800,"Graduate",0,"0","0","0","1","0"
1055,63,38,8000,95136,4,600,"Graduate",0,"0","0","0","1","0"
1056,31,6,62000,95630,1,1000,"Undergrad",0,"0","1","0","1","0"
1057,36,6,25000,95020,1,670,"Advanced/Professional",0,"0","0","0","1","0"
1058,30,0,63000,95503,2,1750,"Advanced/Professional",0,"0","0","0","1","0"
1059,59,34,24000,94105,2,200,"Advanced/Professional",86000,"0","0","0","1","0"
1060,28,2,11000,91203,1,100,"Graduate",0,"0","0","0","1","1"
1061,59,34,23000,93111,1,100,"Undergrad",0,"0","0","0","0","1"
1062,47,22,33000,91105,1,1400,"Advanced/Professional",0,"0","0","0","1","0"
1063,47,21,83000,92220,1,3800,"Undergrad",97000,"1","0","0","0","0"
1064,56,30,39000,90024,3,1400,"Undergrad",131000,"0","0","0","0","1"
1065,41,17,138000,95008,3,6900,"Graduate",0,"1","0","0","1","0"
1066,25,1,113000,90401,3,2500,"Undergrad",0,"0","0","0","0","1"
1067,30,5,125000,90016,4,500,"Advanced/Professional",0,"1","0","1","1","0"
1068,50,24,195000,95035,1,1700,"Undergrad",0,"0","0","0","0","0"
1069,34,9,105000,90035,3,1200,"Advanced/Professional",0,"0","1","0","0","0"
1070,44,18,75000,91203,2,3500,"Undergrad",0,"1","0","0","1","0"
1071,36,9,40000,90840,2,1000,"Graduate",0,"0","0","0","1","0"
1072,39,14,61000,94005,3,500,"Advanced/Professional",137000,"0","0","0","1","0"
1073,54,24,75000,90089,2,4500,"Advanced/Professional",0,"0","0","0","0","0"
1074,33,8,122000,94583,1,0,"Undergrad",0,"0","0","0","1","1"
1075,39,14,75000,95762,3,3000,"Undergrad",0,"0","0","0","0","1"
1076,41,15,59000,90024,4,200,"Advanced/Professional",0,"0","0","0","0","0"
1077,40,13,24000,94608,3,1000,"Graduate",0,"0","0","0","1","0"
1078,29,3,175000,90095,3,3300,"Advanced/Professional",329000,"1","0","0","1","0"
1079,51,27,39000,92709,2,800,"Undergrad",182000,"0","0","0","0","1"
1080,54,30,145000,94591,2,6800,"Undergrad",0,"0","1","0","0","0"
1081,47,22,24000,90717,4,400,"Graduate",142000,"0","0","0","1","0"
1082,53,28,20000,94080,3,100,"Graduate",0,"0","0","0","0","0"
1083,30,5,85000,94115,1,2600,"Graduate",0,"0","0","0","1","0"
1084,28,3,65000,95014,3,2600,"Advanced/Professional",0,"0","1","0","0","0"
1085,60,35,191000,93407,4,5600,"Advanced/Professional",0,"1","0","0","0","0"
1086,51,26,11000,92612,2,0,"Undergrad",0,"0","1","0","0","0"
1087,63,37,40000,94024,2,1000,"Advanced/Professional",167000,"0","0","0","0","0"
1088,38,13,54000,92028,3,700,"Graduate",196000,"0","0","0","0","0"
1089,59,35,95000,95521,1,3800,"Undergrad",0,"0","0","0","1","1"
1090,53,29,94000,92103,4,1000,"Graduate",0,"0","0","0","1","0"
1091,31,5,79000,94720,4,2200,"Graduate",0,"0","0","0","0","0"
1092,41,17,48000,94720,3,300,"Advanced/Professional",0,"0","0","0","1","1"
1093,25,1,70000,92120,4,2600,"Undergrad",0,"0","1","0","1","0"
1094,27,3,40000,94550,3,100,"Graduate",111000,"0","0","0","1","0"
1095,50,24,44000,94086,4,1800,"Undergrad",0,"0","0","0","1","1"
1096,50,25,43000,92129,1,1400,"Advanced/Professional",137000,"0","0","0","1","0"
1097,43,18,29000,90245,1,300,"Advanced/Professional",0,"0","0","0","1","0"
1098,50,24,188000,92007,3,1300,"Undergrad",184000,"1","0","0","0","1"
1099,46,20,114000,90720,1,0,"Undergrad",0,"0","0","0","1","1"
1100,30,6,52000,92717,3,700,"Graduate",0,"0","0","0","1","0"
1101,42,16,13000,91711,1,200,"Undergrad",0,"0","0","0","1","0"
1102,42,17,95000,90095,3,500,"Advanced/Professional",0,"0","0","0","0","0"
1103,29,3,84000,95023,1,2900,"Advanced/Professional",0,"0","0","0","1","0"
1104,38,14,49000,90037,1,1800,"Undergrad",0,"0","0","0","0","0"
1105,51,25,181000,93106,1,1700,"Undergrad",0,"0","0","0","1","1"
1106,35,10,182000,95051,1,300,"Graduate",229000,"1","0","1","1","1"
1107,37,13,70000,92101,2,2700,"Undergrad",0,"0","0","0","0","0"
1108,47,21,79000,94110,3,1100,"Undergrad",185000,"0","0","0","1","1"
1109,55,29,61000,95051,4,2800,"Graduate",0,"0","0","0","1","1"
1110,65,41,121000,92126,2,2100,"Undergrad",0,"0","0","0","1","0"
1111,58,33,34000,92028,3,200,"Undergrad",83000,"0","0","0","1","0"
1112,54,28,183000,90071,1,1000,"Undergrad",442000,"0","0","0","0","0"
1113,52,28,51000,94949,1,1600,"Advanced/Professional",0,"0","1","0","0","1"
1114,28,2,70000,90630,3,300,"Advanced/Professional",0,"0","0","0","0","1"
1115,32,8,39000,95827,1,1700,"Undergrad",0,"0","0","0","1","1"
1116,51,24,84000,94117,3,2000,"Graduate",0,"0","0","0","0","0"
1117,43,18,122000,92056,1,7000,"Undergrad",0,"0","0","0","1","1"
1118,42,18,145000,94709,1,1700,"Undergrad",132000,"0","0","0","1","1"
1119,42,17,98000,95670,2,400,"Undergrad",0,"0","0","0","1","1"
1120,41,16,79000,96064,1,1000,"Advanced/Professional",233000,"0","0","0","1","0"
1121,34,8,38000,94304,2,2000,"Advanced/Professional",0,"0","0","0","1","1"
1122,30,6,49000,91330,3,700,"Graduate",196000,"0","0","0","0","1"
1123,32,7,38000,90041,1,1000,"Undergrad",0,"0","0","0","1","0"
1124,46,20,91000,92521,4,2600,"Advanced/Professional",0,"0","0","0","0","0"
1125,38,12,29000,94022,4,200,"Undergrad",0,"0","0","0","0","1"
1126,37,13,172000,95003,2,6500,"Undergrad",0,"0","0","0","0","0"
1127,32,8,104000,95192,2,3700,"Undergrad",0,"1","0","0","0","1"
1128,35,9,58000,91101,1,2500,"Undergrad",0,"0","0","0","1","1"
1129,30,5,171000,94025,2,1900,"Graduate",0,"1","0","0","0","0"
1130,30,4,73000,94305,3,3300,"Undergrad",0,"1","0","1","1","1"
1131,58,32,191000,94402,1,2900,"Undergrad",0,"0","0","0","0","0"
1132,57,27,90000,91709,2,4500,"Advanced/Professional",0,"0","0","0","1","0"
1133,34,9,55000,94920,3,2300,"Undergrad",0,"0","1","1","1","1"
1134,31,4,28000,94126,1,2000,"Graduate",0,"0","0","0","0","0"
1135,39,14,42000,95616,1,2500,"Advanced/Professional",0,"0","0","0","1","0"
1136,57,33,9000,93106,1,100,"Graduate",91000,"0","1","0","1","0"
1137,47,21,65000,94086,1,1500,"Graduate",0,"0","1","0","1","0"
1138,51,26,134000,90230,4,4500,"Advanced/Professional",0,"1","1","1","1","0"
1139,30,6,83000,93101,4,3400,"Undergrad",0,"0","1","0","1","0"
1140,55,28,38000,95616,3,1000,"Graduate",0,"0","0","0","1","0"
1141,32,6,13000,94611,4,300,"Undergrad",0,"0","0","0","1","1"
1142,32,7,143000,91365,3,2900,"Advanced/Professional",0,"1","0","0","1","0"
1143,44,20,75000,91335,4,1900,"Undergrad",0,"0","0","0","0","0"
1144,33,7,120000,94022,1,3200,"Advanced/Professional",0,"1","0","0","1","0"
1145,49,24,91000,95822,1,2800,"Graduate",0,"0","0","0","0","0"
1146,32,6,99000,92101,2,1500,"Advanced/Professional",0,"0","0","0","0","1"
1147,31,7,71000,90034,1,100,"Undergrad",78000,"0","1","0","0","0"
1148,37,13,111000,91367,1,800,"Graduate",0,"0","0","0","0","0"
1149,41,15,108000,90034,1,5200,"Undergrad",0,"0","0","0","0","0"
1150,56,32,158000,91763,1,7400,"Undergrad",0,"0","0","0","0","0"
1151,55,31,81000,95521,3,2670,"Undergrad",0,"0","0","0","1","0"
1152,49,23,12000,94720,2,100,"Advanced/Professional",0,"0","1","1","1","0"
1153,63,37,21000,95831,2,400,"Undergrad",0,"0","0","0","1","0"
1154,55,30,55000,92821,4,900,"Undergrad",215000,"0","0","0","1","1"
1155,59,35,42000,93555,1,1800,"Advanced/Professional",0,"0","0","0","1","0"
1156,41,16,81000,92653,2,400,"Undergrad",0,"0","0","0","0","1"
1157,49,25,13000,94305,4,200,"Undergrad",87000,"0","0","0","0","0"
1158,48,23,132000,94998,1,600,"Undergrad",157000,"0","0","0","0","0"
1159,41,16,99000,92660,1,1000,"Advanced/Professional",0,"0","0","0","1","0"
1160,50,26,23000,92028,4,200,"Undergrad",0,"0","0","0","0","1"
1161,28,1,40000,95134,1,2000,"Graduate",0,"0","1","0","1","0"
1162,36,11,181000,94309,3,1400,"Undergrad",0,"1","0","0","0","0"
1163,38,14,112000,94501,2,2200,"Undergrad",394000,"0","0","0","0","0"
1164,34,9,138000,94720,2,7800,"Undergrad",227000,"0","0","0","1","0"
1165,41,17,94000,90071,3,3800,"Graduate",327000,"1","1","1","1","0"
1166,43,19,113000,91203,1,1700,"Undergrad",0,"0","0","0","0","0"
1167,30,5,112000,91711,4,5000,"Graduate",0,"1","0","0","0","1"
1168,37,12,190000,92354,2,3000,"Undergrad",475000,"0","0","0","1","0"
1169,62,37,38000,91706,1,1100,"Advanced/Professional",0,"0","0","0","1","0"
1170,40,16,32000,92110,1,1400,"Advanced/Professional",158000,"0","0","0","1","0"
1171,35,10,104000,91320,3,600,"Graduate",0,"0","0","0","0","1"
1172,64,40,43000,95014,1,1900,"Graduate",0,"0","0","0","1","0"
1173,49,24,45000,92104,3,1700,"Graduate",0,"0","1","0","1","0"
1174,24,0,35000,94305,2,1700,"Graduate",0,"0","0","0","0","0"
1175,36,10,42000,93106,4,1200,"Graduate",0,"0","0","0","1","1"
1176,29,4,58000,91006,1,800,"Graduate",0,"0","0","0","1","1"
1177,29,3,103000,90049,4,3400,"Undergrad",0,"1","0","0","1","0"
1178,28,3,71000,90405,1,3300,"Graduate",149000,"1","1","1","1","0"
1179,33,7,14000,94025,1,400,"Graduate",98000,"0","0","0","1","0"
1180,36,11,98000,90291,3,1200,"Advanced/Professional",0,"0","1","0","0","1"
1181,42,17,90000,90504,1,100,"Graduate",0,"0","0","0","0","1"
1182,25,0,65000,90095,4,200,"Undergrad",0,"0","1","0","0","0"
1183,28,2,19000,94720,4,400,"Undergrad",0,"0","0","0","1","1"
1184,50,25,35000,94105,3,1700,"Graduate",0,"0","0","0","1","1"
1185,34,9,71000,90041,4,1300,"Undergrad",0,"0","0","0","1","0"
1186,43,19,31000,94025,3,500,"Undergrad",0,"0","0","0","0","0"
1187,62,38,43000,94928,4,1200,"Graduate",0,"0","0","0","1","0"
1188,61,36,24000,94309,1,1500,"Graduate",87000,"0","1","0","0","0"
1189,45,19,58000,94305,2,400,"Advanced/Professional",0,"0","1","0","0","1"
1190,42,17,115000,92717,2,400,"Undergrad",0,"0","0","0","1","0"
1191,39,15,168000,93117,2,8000,"Undergrad",152000,"0","1","0","0","0"
1192,29,5,128000,94111,1,1500,"Undergrad",0,"0","0","0","1","1"
1193,45,20,138000,92870,1,7000,"Undergrad",0,"0","0","0","0","1"
1194,58,32,81000,92121,3,1700,"Graduate",0,"0","0","0","1","1"
1195,29,3,41000,94305,4,1300,"Advanced/Professional",0,"0","0","0","1","0"
1196,32,7,123000,92407,2,2900,"Graduate",0,"1","0","0","1","0"
1197,37,13,71000,94609,2,2700,"Undergrad",94000,"0","0","0","1","0"
1198,48,23,8000,92866,1,400,"Advanced/Professional",0,"0","0","0","0","1"
1199,40,14,42000,94801,2,700,"Undergrad",101000,"0","0","0","1","0"
1200,29,4,62000,92064,2,2500,"Undergrad",184000,"0","0","0","1","0"
1201,36,12,22000,92507,4,1000,"Undergrad",91000,"0","1","0","1","0"
1202,35,8,38000,95060,4,1000,"Graduate",0,"0","0","0","1","0"
1203,35,11,24000,95521,4,400,"Graduate",0,"0","0","0","0","0"
1204,62,37,50000,91311,3,2400,"Undergrad",0,"0","0","0","1","0"
1205,26,1,190000,91604,4,1300,"Graduate",197000,"1","0","0","1","0"
1206,32,7,94000,91361,2,3100,"Undergrad",0,"0","0","0","1","0"
1207,63,37,165000,95035,4,5100,"Advanced/Professional",0,"1","0","0","0","0"
1208,38,12,43000,94301,4,1200,"Graduate",0,"0","0","0","0","1"
1209,50,26,48000,91711,1,1600,"Graduate",0,"0","0","0","0","1"
1210,46,21,52000,91304,3,2700,"Graduate",228000,"0","0","0","0","1"
1211,50,24,84000,93943,4,4900,"Undergrad",0,"0","0","0","1","0"
1212,61,36,131000,92407,1,900,"Undergrad",0,"0","0","0","1","0"
1213,34,8,44000,91101,4,200,"Undergrad",0,"0","0","0","0","0"
1214,27,2,78000,93943,4,200,"Undergrad",87000,"0","0","0","0","0"
1215,61,36,15000,92521,4,400,"Graduate",0,"0","0","0","0","0"
1216,45,20,38000,94550,4,1900,"Advanced/Professional",144000,"0","0","0","1","1"
1217,50,25,84000,91107,1,1300,"Advanced/Professional",0,"0","1","0","1","0"
1218,44,20,122000,94305,1,300,"Undergrad",0,"0","0","0","1","0"
1219,62,36,98000,92122,2,2800,"Undergrad",0,"0","0","0","0","0"
1220,45,18,80000,92407,3,2670,"Graduate",0,"0","0","0","0","0"
1221,41,17,165000,94143,2,8000,"Undergrad",0,"0","0","0","1","0"
1222,30,5,121000,94132,2,3300,"Undergrad",0,"0","0","0","0","1"
1223,61,37,20000,90011,3,400,"Graduate",94000,"0","0","0","0","0"
1224,45,19,11000,96150,1,200,"Undergrad",91000,"0","0","0","0","0"
1225,59,35,45000,94920,1,1800,"Advanced/Professional",0,"0","0","0","1","0"
1226,30,6,118000,94534,2,2800,"Graduate",0,"1","0","0","0","0"
1227,60,36,14000,90089,2,300,"Undergrad",109000,"0","0","0","1","1"
1228,39,13,30000,92122,3,200,"Graduate",0,"0","0","0","0","0"
1229,56,30,45000,92870,1,200,"Undergrad",98000,"0","0","0","0","0"
1230,56,32,80000,94596,3,2670,"Undergrad",0,"0","0","0","1","0"
1231,27,1,25000,94920,4,300,"Graduate",0,"0","0","0","1","1"
1232,66,41,144000,94306,1,2500,"Undergrad",0,"0","1","1","1","1"
1233,43,19,84000,92646,4,200,"Advanced/Professional",297000,"0","0","0","1","0"
1234,53,29,22000,93943,2,400,"Undergrad",0,"0","0","0","1","0"
1235,44,18,33000,90405,3,1500,"Undergrad",0,"0","0","0","1","1"
1236,54,28,60000,94110,4,2600,"Advanced/Professional",0,"0","0","0","0","0"
1237,31,6,81000,95762,4,2200,"Graduate",116000,"0","0","0","1","0"
1238,38,13,169000,92093,1,6800,"Advanced/Professional",0,"1","0","1","1","1"
1239,28,2,63000,91116,2,1600,"Advanced/Professional",0,"0","0","0","1","0"
1240,51,26,12000,90245,2,700,"Advanced/Professional",109000,"0","0","0","1","1"
1241,52,27,15000,91320,4,800,"Undergrad",101000,"0","0","0","0","0"
1242,64,38,39000,92120,1,500,"Advanced/Professional",0,"0","1","1","1","1"
1243,29,4,44000,91380,4,2000,"Graduate",0,"0","0","0","1","0"
1244,34,10,110000,92697,1,4000,"Undergrad",0,"0","0","0","1","0"
1245,33,8,130000,94720,3,6300,"Graduate",99000,"1","0","0","0","1"
1246,46,21,41000,94025,1,1400,"Advanced/Professional",128000,"0","0","0","1","0"
1247,48,22,59000,91775,1,1400,"Advanced/Professional",241000,"0","0","0","1","0"
1248,52,28,39000,94606,2,800,"Undergrad",0,"0","0","0","1","0"
1249,44,19,35000,94305,4,0,"Graduate",0,"0","0","0","1","0"
1250,51,27,80000,90032,1,2600,"Graduate",0,"0","0","0","1","1"
1251,47,20,81000,94301,1,2670,"Graduate",0,"0","0","0","1","0"
1252,39,13,31000,95120,2,800,"Advanced/Professional",0,"0","0","0","0","0"
1253,42,17,93000,92182,4,1900,"Advanced/Professional",0,"0","0","0","0","0"
1254,57,33,45000,92346,4,1500,"Undergrad",204000,"0","0","0","1","0"
1255,36,12,40000,91101,2,600,"Advanced/Professional",0,"0","0","0","1","1"
1256,27,1,80000,95354,2,1600,"Advanced/Professional",185000,"0","0","0","1","1"
1257,31,7,20000,92115,1,400,"Advanced/Professional",0,"0","0","0","1","0"
1258,63,37,41000,93014,1,500,"Advanced/Professional",0,"0","0","0","0","1"
